ID;IdSzkola;NrLekcji;StartTime;EndTime;Owner;User;ComputerIP;Version
;1;1;08:00:00;08:45:00;Admin;Admin;localhost;
;1;3;09:45:00;10:30:00;Admin;Admin;localhost;
;1;4;10:40:00;11:25:00;Admin;Admin;localhost;
;1;5;11:40:00;12:25:00;Admin;Admin;localhost;
;1;6;12:35:00;13:20:00;Admin;Admin;localhost;
;1;7;13:30:00;14:15:00;Admin;Admin;localhost;
;1;2;08:50:00;09:35:00;Admin;Admin;localhost;
