Kod;NAZWA;Owner;User;ComputerIP;Version
0808012;Lubrza;Admin;Admin;localhost;
0808022;Łagów;Admin;Admin;localhost;
0808032;Skąpe;Admin;Admin;localhost;
0808042;Szczaniec;Admin;Admin;localhost;
0808053;Świebodzin;Admin;Admin;localhost;
0808063;Zbąszynek;Admin;Admin;localhost;
0809013;Babimost;Admin;Admin;localhost;
0809022;Bojadła;Admin;Admin;localhost;
0809033;Czerwieńsk;Admin;Admin;localhost;
0809043;Kargowa;Admin;Admin;localhost;
0809053;Nowogród Bobrzański;Admin;Admin;localhost;
0809063;Sulechów;Admin;Admin;localhost;
0809072;Świdnica;Admin;Admin;localhost;
0809082;Trzebiechów;Admin;Admin;localhost;
0809092;Zabór;Admin;Admin;localhost;
0810011;Gozdnica;Admin;Admin;localhost;
0810021;Żagań;Admin;Admin;localhost;
0810032;Brzeźnica;Admin;Admin;localhost;
0810043;Iłowa;Admin;Admin;localhost;
0810053;Małomice;Admin;Admin;localhost;
0810062;Niegosławice;Admin;Admin;localhost;
0810073;Szprotawa;Admin;Admin;localhost;
0810082;Wymiarki;Admin;Admin;localhost;
0810092;Żagań;Admin;Admin;localhost;
0811011;Łęknica;Admin;Admin;localhost;
0811021;Żary;Admin;Admin;localhost;
0811032;Brody;Admin;Admin;localhost;
0811043;Jasień;Admin;Admin;localhost;
0811052;Lipinki Łużyckie;Admin;Admin;localhost;
0811063;Lubsko;Admin;Admin;localhost;
0811072;Przewóz;Admin;Admin;localhost;
0811082;Trzebiel;Admin;Admin;localhost;
0811092;Tuplice;Admin;Admin;localhost;
0811102;Żary;Admin;Admin;localhost;
0812013;Sława;Admin;Admin;localhost;
0812023;Szlichtyngowa;Admin;Admin;localhost;
0812033;Wschowa;Admin;Admin;localhost;
0861011;Gorzów Wielkopolski;Admin;Admin;localhost;
0862011;Zielona Góra;Admin;Admin;localhost;
1001011;Bełchatów;Admin;Admin;localhost;
1001022;Bełchatów;Admin;Admin;localhost;
1001032;Drużbice;Admin;Admin;localhost;
1001042;Kleszczów;Admin;Admin;localhost;
1001052;Kluki;Admin;Admin;localhost;
1001062;Rusiec;Admin;Admin;localhost;
1001072;Szczerców;Admin;Admin;localhost;
1001083;Zelów;Admin;Admin;localhost;
1002011;Kutno;Admin;Admin;localhost;
1002022;Bedlno;Admin;Admin;localhost;
1002032;Dąbrowice;Admin;Admin;localhost;
1002043;Krośniewice;Admin;Admin;localhost;
1002052;Krzyżanów;Admin;Admin;localhost;
1002062;Kutno;Admin;Admin;localhost;
1002072;Łanięta;Admin;Admin;localhost;
1002082;Nowe Ostrowy;Admin;Admin;localhost;
1002092;Oporów;Admin;Admin;localhost;
1002102;Strzelce;Admin;Admin;localhost;
1002113;Żychlin;Admin;Admin;localhost;
1003012;Buczek;Admin;Admin;localhost;
1003023;Łask;Admin;Admin;localhost;
1003032;Sędziejowice;Admin;Admin;localhost;
1003042;Widawa;Admin;Admin;localhost;
1003052;Wodzierady;Admin;Admin;localhost;
1004011;Łęczyca;Admin;Admin;localhost;
1004022;Daszyna;Admin;Admin;localhost;
1004032;Góra Świętej Małgorzaty;Admin;Admin;localhost;
1004042;Grabów;Admin;Admin;localhost;
1004052;Łęczyca;Admin;Admin;localhost;
1004062;Piątek;Admin;Admin;localhost;
1004072;Świnice Warckie;Admin;Admin;localhost;
1004082;Witonia;Admin;Admin;localhost;
1005011;Łowicz;Admin;Admin;localhost;
1005022;Bielawy;Admin;Admin;localhost;
1005032;Chąśno;Admin;Admin;localhost;
1005042;Domaniewice;Admin;Admin;localhost;
1005052;Kiernozia;Admin;Admin;localhost;
1005062;Kocierzew Południowy;Admin;Admin;localhost;
1005072;Łowicz;Admin;Admin;localhost;
1005082;Łyszkowice;Admin;Admin;localhost;
1005092;Nieborów;Admin;Admin;localhost;
1005102;Zduny;Admin;Admin;localhost;
1006022;Andrespol;Admin;Admin;localhost;
1006032;Brójce;Admin;Admin;localhost;
1006073;Koluszki;Admin;Admin;localhost;
1006082;Nowosolna;Admin;Admin;localhost;
1006103;Rzgów;Admin;Admin;localhost;
1006113;Tuszyn;Admin;Admin;localhost;
1007012;Białaczów;Admin;Admin;localhost;
1007023;Drzewica;Admin;Admin;localhost;
1007032;Mniszków;Admin;Admin;localhost;
1007043;Opoczno;Admin;Admin;localhost;
1007052;Paradyż;Admin;Admin;localhost;
1007062;Poświętne;Admin;Admin;localhost;
1007072;Sławno;Admin;Admin;localhost;
1007082;Żarnów;Admin;Admin;localhost;
1008011;Konstantynów Łódzki;Admin;Admin;localhost;
1008021;Pabianice;Admin;Admin;localhost;
1008032;Dłutów;Admin;Admin;localhost;
1008042;Dobroń;Admin;Admin;localhost;
1008052;Ksawerów;Admin;Admin;localhost;
1008062;Lutomiersk;Admin;Admin;localhost;
1008072;Pabianice;Admin;Admin;localhost;
1009013;Działoszyn;Admin;Admin;localhost;
1009022;Kiełczygłów;Admin;Admin;localhost;
1009032;Nowa Brzeźnica;Admin;Admin;localhost;
1009043;Pajęczno;Admin;Admin;localhost;
1009052;Rząśnia;Admin;Admin;localhost;
1009062;Siemkowice;Admin;Admin;localhost;
1009072;Strzelce Wielkie;Admin;Admin;localhost;
1009082;Sulmierzyce;Admin;Admin;localhost;
1010012;Aleksandrów;Admin;Admin;localhost;
1010022;Czarnocin;Admin;Admin;localhost;
1010032;Gorzkowice;Admin;Admin;localhost;
1010042;Grabica;Admin;Admin;localhost;
1010052;Łęki Szlacheckie;Admin;Admin;localhost;
1010062;Moszczenica;Admin;Admin;localhost;
1010072;Ręczno;Admin;Admin;localhost;
1010082;Rozprza;Admin;Admin;localhost;
1010093;Sulejów;Admin;Admin;localhost;
1010102;Wola Krzysztoporska;Admin;Admin;localhost;
1010113;Wolbórz;Admin;Admin;localhost;
1011012;Dalików;Admin;Admin;localhost;
1011022;Pęczniew;Admin;Admin;localhost;
1011033;Poddębice;Admin;Admin;localhost;
1011043;Uniejów;Admin;Admin;localhost;
1011052;Wartkowice;Admin;Admin;localhost;
1011062;Zadzim;Admin;Admin;localhost;
1012011;Radomsko;Admin;Admin;localhost;
1012022;Dobryszyce;Admin;Admin;localhost;
1012032;Gidle;Admin;Admin;localhost;
1012042;Gomunice;Admin;Admin;localhost;
1012053;Kamieńsk;Admin;Admin;localhost;
1012062;Kobiele Wielkie;Admin;Admin;localhost;
1012072;Kodrąb;Admin;Admin;localhost;
1012082;Lgota Wielka;Admin;Admin;localhost;
1012092;Ładzice;Admin;Admin;localhost;
1012102;Masłowice;Admin;Admin;localhost;
1012113;Przedbórz;Admin;Admin;localhost;
1012122;Radomsko;Admin;Admin;localhost;
1012132;Wielgomłyny;Admin;Admin;localhost;
1012142;Żytno;Admin;Admin;localhost;
1013011;Rawa Mazowiecka;Admin;Admin;localhost;
1013023;Biała Rawska;Admin;Admin;localhost;
1013032;Cielądz;Admin;Admin;localhost;
1013042;Rawa Mazowiecka;Admin;Admin;localhost;
1013052;Regnów;Admin;Admin;localhost;
1013062;Sadkowice;Admin;Admin;localhost;
1014011;Sieradz;Admin;Admin;localhost;
1014023;Błaszki;Admin;Admin;localhost;
1014032;Brąszewice;Admin;Admin;localhost;
1014042;Brzeźnio;Admin;Admin;localhost;
1014052;Burzenin;Admin;Admin;localhost;
1014062;Goszczanów;Admin;Admin;localhost;
1014072;Klonowa;Admin;Admin;localhost;
1014082;Sieradz;Admin;Admin;localhost;
1014093;Warta;Admin;Admin;localhost;
1014102;Wróblew;Admin;Admin;localhost;
1014113;Złoczew;Admin;Admin;localhost;
1015012;Bolimów;Admin;Admin;localhost;
1015022;Głuchów;Admin;Admin;localhost;
1015032;Godzianów;Admin;Admin;localhost;
1015042;Kowiesy;Admin;Admin;localhost;
1015052;Lipce Reymontowskie;Admin;Admin;localhost;
1015062;Maków;Admin;Admin;localhost;
1015072;Nowy Kawęczyn;Admin;Admin;localhost;
1015082;Skierniewice;Admin;Admin;localhost;
1015092;Słupia;Admin;Admin;localhost;
1016011;Tomaszów Mazowiecki;Admin;Admin;localhost;
1016022;Będków;Admin;Admin;localhost;
1016032;Budziszewice;Admin;Admin;localhost;
1016042;Czerniewice;Admin;Admin;localhost;
1016052;Inowłódz;Admin;Admin;localhost;
1016062;Lubochnia;Admin;Admin;localhost;
1016072;Rokiciny;Admin;Admin;localhost;
1016082;Rzeczyca;Admin;Admin;localhost;
1016092;Tomaszów Mazowiecki;Admin;Admin;localhost;
1016102;Ujazd;Admin;Admin;localhost;
1016112;Żelechlinek;Admin;Admin;localhost;
1017012;Biała;Admin;Admin;localhost;
1017022;Czarnożyły;Admin;Admin;localhost;
1017032;Konopnica;Admin;Admin;localhost;
1017042;Mokrsko;Admin;Admin;localhost;
1017052;Osjaków;Admin;Admin;localhost;
1017062;Ostrówek;Admin;Admin;localhost;
1017072;Pątnów;Admin;Admin;localhost;
1017082;Skomlin;Admin;Admin;localhost;
1017093;Wieluń;Admin;Admin;localhost;
1017102;Wierzchlas;Admin;Admin;localhost;
1018012;Bolesławiec;Admin;Admin;localhost;
1018022;Czastary;Admin;Admin;localhost;
1018032;Galewice;Admin;Admin;localhost;
1018042;Lututów;Admin;Admin;localhost;
1018052;Łubnice;Admin;Admin;localhost;
1018062;Sokolniki;Admin;Admin;localhost;
1018073;Wieruszów;Admin;Admin;localhost;
1019011;Zduńska Wola;Admin;Admin;localhost;
1019023;Szadek;Admin;Admin;localhost;
1019032;Zapolice;Admin;Admin;localhost;
1019042;Zduńska Wola;Admin;Admin;localhost;
1020011;Głowno;Admin;Admin;localhost;
1020021;Ozorków;Admin;Admin;localhost;
1020031;Zgierz;Admin;Admin;localhost;
1020043;Aleksandrów Łódzki;Admin;Admin;localhost;
1020052;Głowno;Admin;Admin;localhost;
1020062;Ozorków;Admin;Admin;localhost;
1020072;Parzęczew;Admin;Admin;localhost;
1020083;Stryków;Admin;Admin;localhost;
1020092;Zgierz;Admin;Admin;localhost;
1021011;Brzeziny;Admin;Admin;localhost;
1021022;Brzeziny;Admin;Admin;localhost;
1021032;Dmosin;Admin;Admin;localhost;
1021042;Jeżów;Admin;Admin;localhost;
1021052;Rogów;Admin;Admin;localhost;
1061011;Łódź;Admin;Admin;localhost;
1061029;Łódź-Bałuty;Admin;Admin;localhost;
1061039;Łódź-Górna;Admin;Admin;localhost;
1061049;Łódź-Polesie;Admin;Admin;localhost;
1061059;Łódź-Śródmieście;Admin;Admin;localhost;
1061069;Łódź-Widzew;Admin;Admin;localhost;
1062011;Piotrków Trybunalski;Admin;Admin;localhost;
1063011;Skierniewice;Admin;Admin;localhost;
1201011;Bochnia;Admin;Admin;localhost;
1201022;Bochnia;Admin;Admin;localhost;
1201032;Drwinia;Admin;Admin;localhost;
1201042;Lipnica Murowana;Admin;Admin;localhost;
1201052;Łapanów;Admin;Admin;localhost;
1201063;Nowy Wiśnicz;Admin;Admin;localhost;
1201072;Rzezawa;Admin;Admin;localhost;
1201082;Trzciana;Admin;Admin;localhost;
1201092;Żegocina;Admin;Admin;localhost;
1202012;Borzęcin;Admin;Admin;localhost;
1202023;Brzesko;Admin;Admin;localhost;
1202033;Czchów;Admin;Admin;localhost;
1202042;Dębno;Admin;Admin;localhost;
1202052;Gnojnik;Admin;Admin;localhost;
1202062;Iwkowa;Admin;Admin;localhost;
1202072;Szczurowa;Admin;Admin;localhost;
1203013;Alwernia;Admin;Admin;localhost;
1203022;Babice;Admin;Admin;localhost;
1203033;Chrzanów;Admin;Admin;localhost;
1203043;Libiąż;Admin;Admin;localhost;
1203053;Trzebinia;Admin;Admin;localhost;
1204012;Bolesław;Admin;Admin;localhost;
1204023;Dąbrowa Tarnowska;Admin;Admin;localhost;
1204032;Gręboszów;Admin;Admin;localhost;
1204042;Mędrzechów;Admin;Admin;localhost;
1204052;Olesno;Admin;Admin;localhost;
1204062;Radgoszcz;Admin;Admin;localhost;
1204073;Szczucin;Admin;Admin;localhost;
1205011;Gorlice;Admin;Admin;localhost;
1205023;Biecz;Admin;Admin;localhost;
1205033;Bobowa;Admin;Admin;localhost;
1205042;Gorlice;Admin;Admin;localhost;
1205052;Lipinki;Admin;Admin;localhost;
1205062;Łużna;Admin;Admin;localhost;
1205072;Moszczenica;Admin;Admin;localhost;
1205082;Ropa;Admin;Admin;localhost;
1205092;Sękowa;Admin;Admin;localhost;
1205102;Uście Gorlickie;Admin;Admin;localhost;
1206012;Czernichów;Admin;Admin;localhost;
1206022;Igołomia-Wawrzeńczyce;Admin;Admin;localhost;
1206032;Iwanowice;Admin;Admin;localhost;
1206042;Jerzmanowice-Przeginia;Admin;Admin;localhost;
1206052;Kocmyrzów-Luborzyca;Admin;Admin;localhost;
1206063;Krzeszowice;Admin;Admin;localhost;
1206072;Liszki;Admin;Admin;localhost;
1206082;Michałowice;Admin;Admin;localhost;
1206092;Mogilany;Admin;Admin;localhost;
1206103;Skała;Admin;Admin;localhost;
1206113;Skawina;Admin;Admin;localhost;
1206123;Słomniki;Admin;Admin;localhost;
1206132;Sułoszowa;Admin;Admin;localhost;
1206143;Świątniki Górne;Admin;Admin;localhost;
1206152;Wielka Wieś;Admin;Admin;localhost;
1206162;Zabierzów;Admin;Admin;localhost;
1206172;Zielonki;Admin;Admin;localhost;
1207011;Limanowa;Admin;Admin;localhost;
1207021;Mszana Dolna;Admin;Admin;localhost;
1207032;Dobra;Admin;Admin;localhost;
1207042;Jodłownik;Admin;Admin;localhost;
1207052;Kamienica;Admin;Admin;localhost;
1207062;Laskowa;Admin;Admin;localhost;
1207072;Limanowa;Admin;Admin;localhost;
1207082;Łukowica;Admin;Admin;localhost;
1207092;Mszana Dolna;Admin;Admin;localhost;
1207102;Niedźwiedź;Admin;Admin;localhost;
1207112;Słopnice;Admin;Admin;localhost;
1207122;Tymbark;Admin;Admin;localhost;
1208012;Charsznica;Admin;Admin;localhost;
1208022;Gołcza;Admin;Admin;localhost;
1208032;Kozłów;Admin;Admin;localhost;
1208042;Książ Wielki;Admin;Admin;localhost;
1208053;Miechów;Admin;Admin;localhost;
1208062;Racławice;Admin;Admin;localhost;
1208072;Słaboszów;Admin;Admin;localhost;
1209013;Dobczyce;Admin;Admin;localhost;
1209022;Lubień;Admin;Admin;localhost;
1209033;Myślenice;Admin;Admin;localhost;
1209042;Pcim;Admin;Admin;localhost;
1209052;Raciechowice;Admin;Admin;localhost;
1209062;Siepraw;Admin;Admin;localhost;
1209073;Sułkowice;Admin;Admin;localhost;
1209082;Tokarnia;Admin;Admin;localhost;
1209092;Wiśniowa;Admin;Admin;localhost;
1210011;Grybów;Admin;Admin;localhost;
1210022;Chełmiec;Admin;Admin;localhost;
1210032;Gródek nad Dunajcem;Admin;Admin;localhost;
1210042;Grybów;Admin;Admin;localhost;
1210052;Kamionka Wielka;Admin;Admin;localhost;
1210062;Korzenna;Admin;Admin;localhost;
1210073;Krynica-Zdrój;Admin;Admin;localhost;
1210082;Łabowa;Admin;Admin;localhost;
1210092;Łącko;Admin;Admin;localhost;
1210102;Łososina Dolna;Admin;Admin;localhost;
1210113;Muszyna;Admin;Admin;localhost;
1210122;Nawojowa;Admin;Admin;localhost;
1210133;Piwniczna-Zdrój;Admin;Admin;localhost;
1210142;Podegrodzie;Admin;Admin;localhost;
1210152;Rytro;Admin;Admin;localhost;
1210163;Stary Sącz;Admin;Admin;localhost;
1211011;Nowy Targ;Admin;Admin;localhost;
1211023;Szczawnica;Admin;Admin;localhost;
1211032;Czarny Dunajec;Admin;Admin;localhost;
1211042;Czorsztyn;Admin;Admin;localhost;
1211052;Jabłonka;Admin;Admin;localhost;
1211062;Krościenko nad Dunajcem;Admin;Admin;localhost;
1211072;Lipnica Wielka;Admin;Admin;localhost;
1211082;Łapsze Niżne;Admin;Admin;localhost;
1211092;Nowy Targ;Admin;Admin;localhost;
1211102;Ochotnica Dolna;Admin;Admin;localhost;
1211112;Raba Wyżna;Admin;Admin;localhost;
1211123;Rabka-Zdrój;Admin;Admin;localhost;
1211132;Spytkowice;Admin;Admin;localhost;
1211142;Szaflary;Admin;Admin;localhost;
1212011;Bukowno;Admin;Admin;localhost;
1212032;Bolesław;Admin;Admin;localhost;
1212042;Klucze;Admin;Admin;localhost;
1212053;Olkusz;Admin;Admin;localhost;
1212062;Trzyciąż;Admin;Admin;localhost;
1212073;Wolbrom;Admin;Admin;localhost;
1213011;Oświęcim;Admin;Admin;localhost;
1213023;Brzeszcze;Admin;Admin;localhost;
1213033;Chełmek;Admin;Admin;localhost;
1213043;Kęty;Admin;Admin;localhost;
1213052;Osiek;Admin;Admin;localhost;
1213062;Oświęcim;Admin;Admin;localhost;
1213072;Polanka Wielka;Admin;Admin;localhost;
1213082;Przeciszów;Admin;Admin;localhost;
1213093;Zator;Admin;Admin;localhost;
1214012;Koniusza;Admin;Admin;localhost;
1214022;Koszyce;Admin;Admin;localhost;
1214033;Nowe Brzesko;Admin;Admin;localhost;
1214042;Pałecznica;Admin;Admin;localhost;
1214053;Proszowice;Admin;Admin;localhost;
1214062;Radziemice;Admin;Admin;localhost;
1215011;Jordanów;Admin;Admin;localhost;
1215021;Sucha Beskidzka;Admin;Admin;localhost;
1215032;Budzów;Admin;Admin;localhost;
1215042;Bystra-Sidzina;Admin;Admin;localhost;
1215052;Jordanów;Admin;Admin;localhost;
1215063;Maków Podhalański;Admin;Admin;localhost;
1215072;Stryszawa;Admin;Admin;localhost;
1215082;Zawoja;Admin;Admin;localhost;
1215092;Zembrzyce;Admin;Admin;localhost;
1216013;Ciężkowice;Admin;Admin;localhost;
1216022;Gromnik;Admin;Admin;localhost;
1216032;Lisia Góra;Admin;Admin;localhost;
1216042;Pleśna;Admin;Admin;localhost;
1216053;Radłów;Admin;Admin;localhost;
1216063;Ryglice;Admin;Admin;localhost;
1216072;Rzepiennik Strzyżewski;Admin;Admin;localhost;
1216082;Skrzyszów;Admin;Admin;localhost;
1216092;Tarnów;Admin;Admin;localhost;
1216103;Tuchów;Admin;Admin;localhost;
1216112;Wierzchosławice;Admin;Admin;localhost;
1216122;Wietrzychowice;Admin;Admin;localhost;
1216133;Wojnicz;Admin;Admin;localhost;
1216143;Zakliczyn;Admin;Admin;localhost;
1216153;Żabno;Admin;Admin;localhost;
1216162;Szerzyny;Admin;Admin;localhost;
1217011;Zakopane;Admin;Admin;localhost;
1217022;Biały Dunajec;Admin;Admin;localhost;
1217032;Bukowina Tatrzańska;Admin;Admin;localhost;
1217042;Kościelisko;Admin;Admin;localhost;
1217052;Poronin;Admin;Admin;localhost;
1218013;Andrychów;Admin;Admin;localhost;
1218022;Brzeźnica;Admin;Admin;localhost;
1218033;Kalwaria Zebrzydowska;Admin;Admin;localhost;
1218042;Lanckorona;Admin;Admin;localhost;
1218052;Mucharz;Admin;Admin;localhost;
1218062;Spytkowice;Admin;Admin;localhost;
1218072;Stryszów;Admin;Admin;localhost;
1218082;Tomice;Admin;Admin;localhost;
1218093;Wadowice;Admin;Admin;localhost;
1218102;Wieprz;Admin;Admin;localhost;
1219012;Biskupice;Admin;Admin;localhost;
1219022;Gdów;Admin;Admin;localhost;
1219032;Kłaj;Admin;Admin;localhost;
1219043;Niepołomice;Admin;Admin;localhost;
1219053;Wieliczka;Admin;Admin;localhost;
1261011;Kraków;Admin;Admin;localhost;
1261029;Kraków-Krowodrza;Admin;Admin;localhost;
1261039;Kraków-Nowa Huta;Admin;Admin;localhost;
1261049;Kraków-Podgórze;Admin;Admin;localhost;
1261059;Kraków-Śródmieście;Admin;Admin;localhost;
1262011;Nowy Sącz;Admin;Admin;localhost;
1263011;Tarnów;Admin;Admin;localhost;
1401013;Białobrzegi;Admin;Admin;localhost;
1401022;Promna;Admin;Admin;localhost;
1401032;Radzanów;Admin;Admin;localhost;
1401042;Stara Błotnica;Admin;Admin;localhost;
1401052;Stromiec;Admin;Admin;localhost;
1401063;Wyśmierzyce;Admin;Admin;localhost;
1402011;Ciechanów;Admin;Admin;localhost;
1402022;Ciechanów;Admin;Admin;localhost;
1402033;Glinojeck;Admin;Admin;localhost;
1402042;Gołymin-Ośrodek;Admin;Admin;localhost;
1402052;Grudusk;Admin;Admin;localhost;
1402062;Ojrzeń;Admin;Admin;localhost;
1402072;Opinogóra Górna;Admin;Admin;localhost;
1402082;Regimin;Admin;Admin;localhost;
1402092;Sońsk;Admin;Admin;localhost;
1403011;Garwolin;Admin;Admin;localhost;
1403021;Łaskarzew;Admin;Admin;localhost;
1403032;Borowie;Admin;Admin;localhost;
1403042;Garwolin;Admin;Admin;localhost;
1403052;Górzno;Admin;Admin;localhost;
1403062;Łaskarzew;Admin;Admin;localhost;
1403072;Maciejowice;Admin;Admin;localhost;
1403082;Miastków Kościelny;Admin;Admin;localhost;
1403092;Parysów;Admin;Admin;localhost;
1403103;Pilawa;Admin;Admin;localhost;
1403112;Sobolew;Admin;Admin;localhost;
1403122;Trojanów;Admin;Admin;localhost;
1403132;Wilga;Admin;Admin;localhost;
1403143;Żelechów;Admin;Admin;localhost;
1404011;Gostynin;Admin;Admin;localhost;
1404022;Gostynin;Admin;Admin;localhost;
1404032;Pacyna;Admin;Admin;localhost;
1404042;Sanniki;Admin;Admin;localhost;
1404052;Szczawin Kościelny;Admin;Admin;localhost;
1405011;Milanówek;Admin;Admin;localhost;
1405021;Podkowa Leśna;Admin;Admin;localhost;
1405032;Baranów;Admin;Admin;localhost;
1405043;Grodzisk Mazowiecki;Admin;Admin;localhost;
1405052;Jaktorów;Admin;Admin;localhost;
1405062;Żabia Wola;Admin;Admin;localhost;
1406012;Belsk Duży;Admin;Admin;localhost;
1406022;Błędów;Admin;Admin;localhost;
1406032;Chynów;Admin;Admin;localhost;
1406042;Goszczyn;Admin;Admin;localhost;
1406053;Grójec;Admin;Admin;localhost;
1406062;Jasieniec;Admin;Admin;localhost;
1406073;Mogielnica;Admin;Admin;localhost;
1406083;Nowe Miasto nad Pilicą;Admin;Admin;localhost;
1406092;Pniewy;Admin;Admin;localhost;
1406113;Warka;Admin;Admin;localhost;
1407012;Garbatka-Letnisko;Admin;Admin;localhost;
1407022;Głowaczów;Admin;Admin;localhost;
1407032;Gniewoszów;Admin;Admin;localhost;
1407042;Grabów nad Pilicą;Admin;Admin;localhost;
1407053;Kozienice;Admin;Admin;localhost;
1407062;Magnuszew;Admin;Admin;localhost;
1407072;Sieciechów;Admin;Admin;localhost;
1408011;Legionowo;Admin;Admin;localhost;
1408022;Jabłonna;Admin;Admin;localhost;
1408032;Nieporęt;Admin;Admin;localhost;
1408043;Serock;Admin;Admin;localhost;
1408052;Wieliszew;Admin;Admin;localhost;
1409012;Chotcza;Admin;Admin;localhost;
1409022;Ciepielów;Admin;Admin;localhost;
1409033;Lipsko;Admin;Admin;localhost;
1409042;Rzeczniów;Admin;Admin;localhost;
1409052;Sienno;Admin;Admin;localhost;
1409062;Solec nad Wisłą;Admin;Admin;localhost;
1410012;Huszlew;Admin;Admin;localhost;
1410023;Łosice;Admin;Admin;localhost;
1410032;Olszanka;Admin;Admin;localhost;
1410042;Platerów;Admin;Admin;localhost;
1410052;Sarnaki;Admin;Admin;localhost;
1410062;Stara Kornica;Admin;Admin;localhost;
1411011;Maków Mazowiecki;Admin;Admin;localhost;
1411022;Czerwonka;Admin;Admin;localhost;
1411032;Karniewo;Admin;Admin;localhost;
1411042;Krasnosielc;Admin;Admin;localhost;
1411052;Młynarze;Admin;Admin;localhost;
1411062;Płoniawy-Bramura;Admin;Admin;localhost;
1411073;Różan;Admin;Admin;localhost;
1411082;Rzewnie;Admin;Admin;localhost;
1411092;Sypniewo;Admin;Admin;localhost;
1411102;Szelków;Admin;Admin;localhost;
1412011;Mińsk Mazowiecki;Admin;Admin;localhost;
1412042;Cegłów;Admin;Admin;localhost;
1412052;Dębe Wielkie;Admin;Admin;localhost;
1412062;Dobre;Admin;Admin;localhost;
1412073;Halinów;Admin;Admin;localhost;
1412082;Jakubów;Admin;Admin;localhost;
1412093;Kałuszyn;Admin;Admin;localhost;
1412102;Latowicz;Admin;Admin;localhost;
1412112;Mińsk Mazowiecki;Admin;Admin;localhost;
1412123;Mrozy;Admin;Admin;localhost;
1412132;Siennica;Admin;Admin;localhost;
1412142;Stanisławów;Admin;Admin;localhost;
1412151;Sulejówek;Admin;Admin;localhost;
1413011;Mława;Admin;Admin;localhost;
1413022;Dzierzgowo;Admin;Admin;localhost;
1413032;Lipowiec Kościelny;Admin;Admin;localhost;
1413042;Radzanów;Admin;Admin;localhost;
1413052;Strzegowo;Admin;Admin;localhost;
1413062;Stupsk;Admin;Admin;localhost;
1413072;Szreńsk;Admin;Admin;localhost;
1413082;Szydłowo;Admin;Admin;localhost;
1413092;Wieczfnia Kościelna;Admin;Admin;localhost;
1413102;Wiśniewo;Admin;Admin;localhost;
1414011;Nowy Dwór Mazowiecki;Admin;Admin;localhost;
1414022;Czosnów;Admin;Admin;localhost;
1414032;Leoncin;Admin;Admin;localhost;
1414043;Nasielsk;Admin;Admin;localhost;
1414052;Pomiechówek;Admin;Admin;localhost;
1414063;Zakroczym;Admin;Admin;localhost;
1415012;Baranowo;Admin;Admin;localhost;
1415022;Czarnia;Admin;Admin;localhost;
1415032;Czerwin;Admin;Admin;localhost;
1415042;Goworowo;Admin;Admin;localhost;
1415052;Kadzidło;Admin;Admin;localhost;
1415062;Lelis;Admin;Admin;localhost;
1415072;Łyse;Admin;Admin;localhost;
1415083;Myszyniec;Admin;Admin;localhost;
1415092;Olszewo-Borki;Admin;Admin;localhost;
1415102;Rzekuń;Admin;Admin;localhost;
1415112;Troszyn;Admin;Admin;localhost;
1416011;Ostrów Mazowiecka;Admin;Admin;localhost;
1416022;Andrzejewo;Admin;Admin;localhost;
1416032;Boguty-Pianki;Admin;Admin;localhost;
1416043;Brok;Admin;Admin;localhost;
1416052;Małkinia Górna;Admin;Admin;localhost;
1416062;Nur;Admin;Admin;localhost;
1416072;Ostrów Mazowiecka;Admin;Admin;localhost;
1416082;Stary Lubotyń;Admin;Admin;localhost;
1416092;Szulborze Wielkie;Admin;Admin;localhost;
1416102;Wąsewo;Admin;Admin;localhost;
1416112;Zaręby Kościelne;Admin;Admin;localhost;
1417011;Józefów;Admin;Admin;localhost;
1417021;Otwock;Admin;Admin;localhost;
1417032;Celestynów;Admin;Admin;localhost;
1417043;Karczew;Admin;Admin;localhost;
1417052;Kołbiel;Admin;Admin;localhost;
1417062;Osieck;Admin;Admin;localhost;
1417072;Sobienie-Jeziory;Admin;Admin;localhost;
1417082;Wiązowna;Admin;Admin;localhost;
1418013;Góra Kalwaria;Admin;Admin;localhost;
1418023;Konstancin-Jeziorna;Admin;Admin;localhost;
1418032;Lesznowola;Admin;Admin;localhost;
1418043;Piaseczno;Admin;Admin;localhost;
1418052;Prażmów;Admin;Admin;localhost;
1418063;Tarczyn;Admin;Admin;localhost;
1419012;Bielsk;Admin;Admin;localhost;
1419022;Bodzanów;Admin;Admin;localhost;
1419032;Brudzeń Duży;Admin;Admin;localhost;
1419042;Bulkowo;Admin;Admin;localhost;
1419053;Drobin;Admin;Admin;localhost;
1419063;Gąbin;Admin;Admin;localhost;
1419072;Łąck;Admin;Admin;localhost;
1419082;Mała Wieś;Admin;Admin;localhost;
1419092;Nowy Duninów;Admin;Admin;localhost;
1419102;Radzanowo;Admin;Admin;localhost;
1419112;Słubice;Admin;Admin;localhost;
1419122;Słupno;Admin;Admin;localhost;
1419132;Stara Biała;Admin;Admin;localhost;
1419142;Staroźreby;Admin;Admin;localhost;
1419153;Wyszogród;Admin;Admin;localhost;
1420011;Płońsk;Admin;Admin;localhost;
1420021;Raciąż;Admin;Admin;localhost;
1420032;Baboszewo;Admin;Admin;localhost;
1420042;Czerwińsk nad Wisłą;Admin;Admin;localhost;
1420052;Dzierzążnia;Admin;Admin;localhost;
1420062;Joniec;Admin;Admin;localhost;
